"","cl"
"AT2G41950",6
"AT2G42150",6
"AT2G42247",6
"AT2G42510",6
"AT2G42640",5
"AT2G42730",5
"AT2G43360",6
"AT2G43440",5
"AT2G43465",6
"AT2G43500",6
"AT2G43710",6
"AT2G44830",6
"AT2G45600",6
"AT2G45720",5
"AT2G46630",6
"AT2G46790",6
"AT2G47220",5
"AT2G47370",6
"AT2G47830-AT2G47840",5
"AT3G01405-AT3G01425-AT3G04184",5
"AT3G01440",5
"AT3G01790",5
"AT3G01810",6
"AT3G02020",6
"AT3G02060",5
"AT3G02250",6
"AT3G02830",6
"AT3G03250",5
"AT3G03260",5
"AT3G03272",6
"AT3G03770",5
"AT3G03780",6
"AT3G03900",6
"AT3G04160",5
"AT3G04443",6
"AT3G05190",6
"AT3G05410",6
"AT3G05625",6
"AT3G05675",6
"AT3G05750",6
"AT3G06035",6
"AT3G06145",6
"AT3G07130",6
"AT3G07670",5
"AT3G09055-AT3G09060",5
"AT3G09162",5
"AT3G09190",6
"AT3G09550",5
"AT3G10080",3
"AT3G10525",6
"AT3G10840",6
"AT3G11670",6
"AT3G12110",6
"AT3G12915",6
"AT3G12930",5
"AT3G13674",4
"AT3G13920",5
"AT3G14000",5
"AT3G14330",5
"AT3G14810",6
"AT3G14890",6
"AT3G15130",5
"AT3G15354",6
"AT3G15650",6
"AT3G16360",6
"AT3G16560",6
"AT3G16570",6
"AT3G17130",6
"AT3G17668",6
"AT3G18000",5
"AT3G18090",6
"AT3G18110",5
"AT3G18320",5
"AT3G18490",6
"AT3G18800",4
"AT3G18850",6
"AT3G19150",6
"AT3G19370",6
"AT3G19570",6
"AT3G19720",6
"AT3G20640",5
"AT3G21660",3
"AT3G22190",5
"AT3G22550",6
"AT3G22810",6
"AT3G22840",3
"AT3G23340",6
"AT3G23760",5
"AT3G23805",6
"AT3G24000",5
"AT3G24190",6
"AT3G24255",5
"AT3G25110",6
"AT3G25500",6
"AT3G26050",5
"AT3G26570",6
"AT3G26960",6
"AT3G27170",6
"AT3G27220",5
"AT3G27750",6
"AT3G28070",3
"AT3G28420",6
"AT3G30300",6
"AT3G43960",6
"AT3G44120",5
"AT3G46130",6
"AT3G46450",6
"AT3G46970",5
"AT3G47500",6
"AT3G47640",6
"AT3G48200",6
"AT3G48460",6
"AT3G48830",5
"AT3G48920",5
"AT3G49000",5
"AT3G49220",5
"AT3G49290",6
"AT3G49360",6
"AT3G49680",6
"AT3G49900",4
"AT3G51480",5
"AT3G51820",6
"AT3G52180",5
"AT3G52380",5
"AT3G52740",6
"AT3G52920",6
"AT3G52960",5
"AT3G53320",5
"AT3G53760",5
"AT3G53860",5
"AT3G53950",6
"AT3G54090",5
"AT3G54390",3
"AT3G54600",6
"AT3G54820",5
"AT3G54910",6
"AT3G55120",3
"AT3G56080",6
"AT3G56130",6
"AT3G56370",6
"AT3G56960",5
"AT3G57190",5
"AT3G57350",5
"AT3G57780",6
"AT3G58460-AT3G58470",4
"AT3G58975",6
"AT3G59420",6
"AT3G59430",6
"AT3G61750",6
"AT3G61780",5
"AT3G61880",3
"AT3G62100",6
"AT3G62630",5
"AT3G62700",5
"AT3G63200",6
"AT4G00165",5
"AT4G00370",6
"AT4G00490",6
"AT4G00670",6
"AT4G01060",6
"AT4G01190",6
"AT4G01593",6
"AT4G02130",5
"AT4G02430-AT4G02440",4
"AT4G02610",6
"AT4G02710",5
"AT4G03125-AT4G07395",5
"AT4G03415",6
"AT4G03935",5
"AT4G04360-AT4G04370",5
"AT4G04750",3
"AT4G05110",6
"AT4G06536",6
"AT4G08570",6
"AT4G08790",6
"AT4G09020",5
"AT4G09180",6
"AT4G09350",6
"AT4G09810",6
"AT4G09890",6
"AT4G09970",5
"AT4G10120",3
"AT4G12030",6
"AT4G12310",6
"AT4G12320",5
"AT4G12830",6
"AT4G12880",6
"AT4G12917",5
"AT4G13770",6
"AT4G13800",6
"AT4G13990",6
"AT4G14040",6
"AT4G14290",5
"AT4G14380",6
"AT4G14440",6
"AT4G14770",6
"AT4G15440",6
"AT4G15620",5
"AT4G15730",5
"AT4G16540",5
"AT4G16563",5
"AT4G17090",5
"AT4G17550",5
"AT4G17600",6
"AT4G17770",6
"AT4G18270",5
"AT4G18570",6
"AT4G20130",5
"AT4G20350",6
"AT4G20360",6
"AT4G21210",5
"AT4G21550",5
"AT4G21770",5
"AT4G21880",5
"AT4G21930",6
"AT4G22130",6
"AT4G22730",6
"AT4G23000",5
"AT4G23020",6
"AT4G23630",5
"AT4G23930",5
"AT4G24810",5
"AT4G24960",5
"AT4G25600",6
"AT4G25910",6
"AT4G25960",6
"AT4G26430",5
"AT4G26640",3
"AT4G26790",6
"AT4G27595",6
"AT4G27630",6
"AT4G28270",3
"AT4G28320",5
"AT4G28360",6
"AT4G28590",5
"AT4G28660",6
"AT4G29100",3
"AT4G29905",6
"AT4G30000",6
"AT4G30110",6
"AT4G30400",6
"AT4G30830",5
"AT4G31070-AT4G31073",5
"AT4G31115",6
"AT4G31590",6
"AT4G32980",6
"AT4G33030",6
"AT4G34000",6
"AT4G34060",6
"AT4G34260",6
"AT4G34830",5
"AT4G35130",5
"AT4G35290",6
"AT4G35300",5
"AT4G35320",6
"AT4G35640",6
"AT4G35950",6
"AT4G36120",6
"AT4G36180",5
"AT4G36240",6
"AT4G36250",6
"AT4G36380",6
"AT4G36520",5
"AT4G36870",6
"AT4G36910",6
"AT4G37080",6
"AT4G37925",6
"AT4G38050",5
"AT4G38160",5
"AT4G38210",6
"AT4G38330",6
"AT4G38340",5
"AT4G38430",6
"AT4G38770",6
"AT4G38840",6
"AT4G38970",6
"AT4G39210",6
"AT4G39470",6
"AT4G39550",5
"AT4G39730",6
"AT5G00675-AT5G59630",5
"AT5G01220",3
"AT5G01595",6
"AT5G01790",6
"AT5G01890",6
"AT5G01915-AT5G11790",6
"AT5G02560",6
"AT5G02830",3
"AT5G02950",6
"AT5G03305-AT5G21100",6
"AT5G03555",6
"AT5G03650",6
"AT5G05270",3
"AT5G05480",6
"AT5G05960",6
"AT5G06270",6
"AT5G06670",6
"AT5G06695-AT5G45030",3
"AT5G07700",6
"AT5G08370",6
"AT5G08490",5
"AT5G08570",5
"AT5G08600",5
"AT5G08640",6
"AT5G08780",6
"AT5G09315",5
"AT5G09760",6
"AT5G10080",5
"AT5G10480",6
"AT5G10920",6
"AT5G11460",6
"AT5G11470",6
"AT5G11690",6
"AT5G11930",6
"AT5G12080",6
"AT5G12250",6
"AT5G13000",6
"AT5G13400",6
"AT5G13650",6
"AT5G13730",5
"AT5G13930",3
"AT5G14565",6
"AT5G14660",6
"AT5G15025",5
"AT5G15070",6
"AT5G15310",6
"AT5G15330",6
"AT5G15450",6
"AT5G15740",6
"AT5G15770",5
"AT5G15790",6
"AT5G16040",5
"AT5G16540",3
"AT5G16715",6
"AT5G16730",6
"AT5G16990",6
"AT5G19025",5
"AT5G19170",2
"AT5G19470",6
"AT5G19570",5
"AT5G20030",5
"AT5G20150",6
"AT5G20885",6
"AT5G20935",6
"AT5G21430",6
"AT5G22020",6
"AT5G22070",5
"AT5G22340",5
"AT5G22640",5
"AT5G23010",6
"AT5G23060",6
"AT5G23310",5
"AT5G23570",6
"AT5G23810",5
"AT5G23920",6
"AT5G24300",6
"AT5G24750",5
"AT5G25140",6
"AT5G25240",5
"AT5G25590",6
"AT5G26742",5
"AT5G28460",5
"AT5G34795",6
"AT5G35450",6
"AT5G37680",6
"AT5G37790",6
"AT5G37990",6
"AT5G40140",5
"AT5G40150",6
"AT5G40380",6
"AT5G40405",5
"AT5G41315",6
"AT5G41400",6
"AT5G41460",6
"AT5G41620",6
"AT5G41900",6
"AT5G42070",6
"AT5G42200",5
"AT5G42760",6
"AT5G42840",6
"AT5G43150",6
"AT5G43270",6
"AT5G43330",5
"AT5G43630",6
"AT5G43990",6
"AT5G44130",6
"AT5G44410",6
"AT5G44670",6
"AT5G45920",3
"AT5G45960",6
"AT5G46600",5
"AT5G47640",6
"AT5G48460",6
"AT5G48840",5
"AT5G49320",5
"AT5G49330",6
"AT5G50800",6
"AT5G51670",3
"AT5G51820",5
"AT5G52280",6
"AT5G52420",6
"AT5G53048",6
"AT5G54180",5
"AT5G54770",5
"AT5G55210",5
"AT5G55480",6
"AT5G55520",5
"AT5G55730",6
"AT5G55950",5
"AT5G56220",6
"AT5G56590",6
"AT5G57110",5
"AT5G57140-AT5G57150",5
"AT5G57590",6
"AT5G58140",6
"AT5G58260",6
"AT5G58300",5
"AT5G58310",3
"AT5G58690",6
"AT5G58760",6
"AT5G59020",5
"AT5G60450",6
"AT5G60930",6
"AT5G61130",6
"AT5G61350",6
"AT5G61480",5
"AT5G61830",5
"AT5G61940",5
"AT5G62130",6
"AT5G62140",6
"AT5G62820",6
"AT5G62940",6
"AT5G62980",5
"AT5G63630",5
"AT5G64550",5
"AT5G64770",6
"AT5G65010",6
"AT5G65020",6
"AT5G65090",5
"AT5G65410",6
"AT5G65710",6
"AT5G65830",6
"AT5G66460",6
"AT5G66460-AT5G66470",5
"AT5G66470",5
"AT5G67150",6
"AT5G67200",6
"AT5G67280",6
"AT5G67330",6
"AT1G08340",4
"AT1G09827",2
"AT1G09913-AT1G79710",2
"AT1G22250",5
"AT1G51355",5
"AT2G05185",6
"AT2G05815-AT2G05825-AT2G12490",4
"AT2G30790",6
"AT2G42365",6
"AT2G43690",4
"AT2G46192",4
"AT3G52535",3
"AT4G09200",5
"AT4G25635-AT4G25640",4
"AT5G01835",2
"AT5G01940",5
"ATMG01080",5
"AT1G02705",3
"AT1G03420",6
"AT1G03870",6
"AT1G04040",6
"AT1G05700",5
"AT1G06475",6
"AT1G06660",5
"AT1G08090",5
"AT1G09880",5
"AT1G10340",5
"AT1G12672",6
"AT1G16022",5
"AT1G17480",5
"AT1G18415",5
"AT1G20070",3
"AT1G20410",6
"AT1G20930",5
"AT1G23080",5
"AT1G23530",5
"AT1G24260",5
"AT1G25510",6
"AT1G26560",6
"AT1G28660",5
"AT1G31200",5
"AT1G32450",6
"AT1G34065",6
"AT1G47860",5
"AT1G48260",6
"AT1G49750",5
"AT1G52750",6
"AT1G53290",6
"AT1G54330",6
"AT1G59730",6
"AT1G60110",5
"AT1G60960",6
"AT1G62480",3
"AT1G63650",6
"AT1G64430-AT1G64440",6
"AT1G64620",6
"AT1G65845",3
"AT1G65985",6
"AT1G66200",6
"AT1G67780",5
"AT1G68290",6
"AT1G68740",5
"AT1G69580",5
"AT1G70470",5
"AT1G70670",5
"AT1G72275",4
"AT1G73630",6
"AT1G74200",3
"AT1G75710",6
"AT1G75750",6
"AT1G76930",5
"AT1G80050",6
"AT2G01080",5
"AT2G01505",6
"AT2G02130",5
"AT2G05810",6
"AT2G07680",6
"AT2G10045-AT2G18440",5
"AT2G19780",6
"AT2G20240",6
"AT2G20800",5
"AT2G22410",5
"AT2G23950",6
"AT2G25510",5
"AT2G26580",5
"AT2G26840",6
"AT2G29660",6
"AT2G30080",6
"AT2G31560",6
"AT2G31670-AT2G31680",6
"AT2G32590",6
"AT2G34490",6
"AT2G35430",5
"AT2G36830",6
"AT2G37050",6
"AT2G37080",5
"AT2G37130",5
"AT2G37660",5
"AT2G38120",6
"AT2G39830",3
"AT2G41300",5
"AT2G41660",6
"AT2G43445",6
"AT2G43880",5
"AT2G44370",5
"AT2G45900",6
"AT3G01750",5
"AT3G01950",5
"AT3G03450",6
"AT3G05490",6
"AT3G07365",4
"AT3G08040",5
"AT3G09240",6
"AT3G12370-AT3G12380",5
"AT3G12610",6
"AT3G12700",5
"AT3G15180-AT3G15190",5
"AT3G16660",3
"AT3G17626",5
"AT3G17730",5
"AT3G18217",6
"AT3G21351",5
"AT3G21620",4
"AT3G22120",5
"AT3G22970",5
"AT3G23630",6
"AT3G24463",6
"AT3G25590",6
"AT3G28040",6
"AT3G29770",3
"AT3G30775",5
"AT3G43600",6
"AT3G43800",3
"AT3G44940",6
"AT3G45160",6
"AT3G48730",5
"AT3G48740",5
"AT3G48970",5
"AT3G49690",6
"AT3G49930",5
"AT3G50570",3
"AT3G53480",5
"AT3G54400",6
"AT3G54920",5
"AT3G58090",6
"AT3G58940",5
"AT3G62110",5
"AT3G63110",6
"AT4G00040",4
"AT4G00180",6
"AT4G00870",5
"AT4G00950",5
"AT4G01420",6
"AT4G03210",3
"AT4G04293",3
"AT4G04745",3
"AT4G05430",5
"AT4G09550",6
"AT4G12480",6
"AT4G12490",6
"AT4G14020",3
"AT4G14150",6
"AT4G16140",6
"AT4G16400",6
"AT4G16447",5
"AT4G18340",5
"AT4G19530",6
"AT4G22756",6
"AT4G23210",5
"AT4G23400",6
"AT4G23800",5
"AT4G24750",5
"AT4G26200",5
"AT4G27900",5
"AT4G28640",6
"AT4G29080",3
"AT4G30020",5
"AT4G31730",3
"AT4G32290",5
"AT4G32650",5
"AT4G32830",5
"AT4G37450",6
"AT4G37580",6
"AT4G37650",3
"AT4G37800",6
"AT4G38400",6
"AT4G38860",6
"AT4G39770",6
"AT5G01435-AT5G07890-AT5G07910",5
"AT5G01620",6
"AT5G01630",5
"AT5G01660",6
"AT5G03995",5
"AT5G04700",5
"AT5G05180",5
"AT5G05365",6
"AT5G05940",5
"AT5G06050",5
"AT5G06850",3
"AT5G08391",5
"AT5G10170",3
"AT5G10760",5
"AT5G10970",6
"AT5G11550",6
"AT5G13710",5
"AT5G15025-AT5G15030",2
"AT5G16000",6
"AT5G16720",5
"AT5G18020",6
"AT5G18240",6
"AT5G18840",5
"AT5G18930",6
"AT5G18970",5
"AT5G19530",6
"AT5G20850",5
"AT5G22090",6
"AT5G23400",5
"AT5G24200",5
"AT5G24318",5
"AT5G24850",6
"AT5G28030",6
"AT5G35670",5
"AT5G36790",6
"AT5G42100-AT5G42110",6
"AT5G42720",6
"AT5G43350",5
"AT5G43580",5
"AT5G43870",6
"AT5G44020",3
"AT5G44660",5
"AT5G45490",5
"AT5G46700",5
"AT5G47720",6
"AT5G48430",5
"AT5G48850",6
"AT5G50890",3
"AT5G51550",5
"AT5G52730",3
"AT5G52830",6
"AT5G54130",6
"AT5G55090",5
"AT5G58570",5
"AT5G58900",5
"AT5G60200",6
"AT5G61300",5
"AT5G61660",5
"AT5G62670",6
"AT5G63180",6
"AT5G63310",6
"AT5G63540",6
"AT5G63600",5
"AT5G63920",5
"AT5G64970",5
"AT5G65130",5
"AT5G65440",6
"AT5G65683",6
"AT5G65730",3
"AT5G66770",6
"AT5G67270",5
"ATCG01210",5
"AT1G01690-AT1G01695",6
"AT1G04613",4
"AT1G07420",5
"AT1G13270",5
"AT1G19370",5
"AT1G25210",5
"AT1G28690",5
"AT1G29430",6
"AT1G54110",6
"AT1G62770",5
"AT1G65110",5
"AT1G77520",4
"AT1G80800",6
"AT2G21180",6
"AT2G25170",4
"AT2G28420",4
"AT2G35035",4
"AT2G35859",3
"AT2G47480",4
"AT3G00760",4
"AT3G01142",5
"AT3G08570",5
"AT3G12685",6
"AT3G17630",6
"AT3G46580",6
"AT3G49550",1
"AT3G52720",3
"AT4G02425",6
"AT4G14819",6
"AT4G15950",6
"AT4G27740-AT4G27745",3
"AT4G34760",6
"AT4G35987",4
"AT5G36670",1
"AT5G41690",6
"AT5G43210",4
"AT5G43820-AT5G43822",6
"AT5G47710",3
"AT5G57790",6
"AT5G66710",4
"ATCG01020",4
"AT1G01170",5
"AT1G01360",6
"AT1G01448",5
"AT1G01725",6
"AT1G03090",5
"AT1G03130-AT1G03140",6
"AT1G03600",6
"AT1G04240",6
"AT1G04363",3
"AT1G05065",5
"AT1G05140",5
"AT1G05190",5
"AT1G05690",6
"AT1G05970",6
"AT1G06040",6
"AT1G06110",6
"AT1G06645",6
"AT1G06680",6
"AT1G06760",5
"AT1G07110",5
"AT1G07440",6
"AT1G08380",6
"AT1G08520",5
"AT1G08550",5
"AT1G08980",5
"AT1G09010",5
"AT1G09023",6
"AT1G09570",5
"AT1G10210",5
"AT1G10360",6
"AT1G10610",6
"AT1G10682",4
"AT1G10910",5
"AT1G11180",5
"AT1G11530",5
"AT1G12250",6
"AT1G12280",6
"AT1G12780",5
"AT1G13080",6
"AT1G13448",6
"AT1G14150",6
"AT1G14280",6
"AT1G15180",6
"AT1G15230",6
"AT1G15340",6
"AT1G15740",4
"AT1G15980",6
"AT1G16320",6
"AT1G16720",3
"AT1G16880",6
"AT1G17200",5
"AT1G17220",6
"AT1G18330",6
"AT1G18460",6
"AT1G18810",6
"AT1G19000",6
"AT1G19660",4
"AT1G20020",5
"AT1G20650",6
"AT1G20810",6
"AT1G21680",5
"AT1G21790",5
"AT1G22430",5
"AT1G22630",5
"AT1G22740",6
"AT1G25175-AT1G25180-AT1G25209-AT1G25210",4
"AT1G25440",6
"AT1G25530",6
"AT1G26220",6
"AT1G26920",5
"AT1G26945",6
"AT1G27370",3
"AT1G28010",3
"AT1G28100",6
"AT1G28310",5
"AT1G29450",6
"AT1G29500",6
"AT1G29600",6
"AT1G30160",6
"AT1G30260",6
"AT1G31335",6
"AT1G31410",6
"AT1G32060",6
"AT1G33102",3
"AT1G33700",6
"AT1G33780",6
"AT1G35420",6
"AT1G35612",4
"AT1G43650",6
"AT1G43670",6
"AT1G44000",6
"AT1G44446",6
"AT1G48840",6
"AT1G49170-AT1G49180",4
"AT1G49500",6
"AT1G49840",6
"AT1G49880",5
"AT1G49975",6
"AT1G50270",5
"AT1G50290",6
"AT1G50732",6
"AT1G51400",6
"AT1G52150",6
"AT1G52190",6
"AT1G52342",3
"AT1G52870",6
"AT1G53450",5
"AT1G54040",6
"AT1G54385",6
"AT1G54680",5
"AT1G54740",6
"AT1G55000",5
"AT1G55330",6
"AT1G55370",5
"AT1G55673",6
"AT1G56220",5
"AT1G56430",5
"AT1G56600",6
"AT1G56720",6
"AT1G57540",5
"AT1G59840",6
"AT1G60010",6
"AT1G60160",5
"AT1G60460",6
"AT1G60600",5
"AT1G60690",6
"AT1G60800",5
"AT1G61300",3
"AT1G61520",6
"AT1G62630",6
"AT1G63150",5
"AT1G63690",5
"AT1G63800",4
"AT1G64150",5
"AT1G64500",6
"AT1G64680",6
"AT1G64720",6
"AT1G65070",5
"AT1G65230",6
"AT1G66130",6
"AT1G66180",6
"AT1G66330",6
"AT1G66840",6
"AT1G66890",5
"AT1G67265",5
"AT1G67590",6
"AT1G67700",6
"AT1G67740",6
"AT1G68010",6
"AT1G68130",5
"AT1G68780",6
"AT1G69040",5
"AT1G69080",6
"AT1G70420",5
"AT1G70760",6
"AT1G71720",5
"AT1G72640",6
"AT1G72645",6
"AT1G72890-AT1G72900",3
"AT1G73655",5
"AT1G73885",5
"AT1G73920",6
"AT1G74470",6
"AT1G74840",6
"AT1G75100",6
"AT1G75295",6
"AT1G75380",5
"AT1G76080",3
"AT1G76110",6
"AT1G76570",6
"AT1G76720",6
"AT1G76890",6
"AT1G77020",5
"AT1G77060",6
"AT1G77138",6
"AT1G77200",6
"AT1G77480",5
"AT1G77490",6
"AT1G77700",5
"AT1G78170",6
"AT1G78290",6
"AT1G78730",6
"AT1G78750",6
"AT1G78960",5
"AT1G78995",5
"AT1G79040",6
"AT1G80870",6
"AT2G00600",5
"AT2G01620",5
"AT2G01918",6
"AT2G02100",5
"AT2G02765",6
"AT2G03330",6
"AT2G03550",6
"AT2G04690",3
"AT2G04790",6
"AT2G04795",6
"AT2G05070",6
"AT2G05100",6
"AT2G05160",6
"AT2G05310",6
"AT2G06520",6
"AT2G06850",6
"AT2G08275-AT2G28620",6
"AT2G08665",6
"AT2G13360",6
"AT2G14247",5
"AT2G14260",4
"AT2G15020",6
"AT2G15580",6
"AT2G15960",5
"AT2G17550",5
"AT2G17640",6
"AT2G18050",5
"AT2G18710",5
"AT2G20180",6
"AT2G20230",6
"AT2G20260",5
"AT2G20550",5
"AT2G20890",5
"AT2G21170-AT2G21172",5
"AT2G21187",6
"AT2G21970",6
"AT2G22980",5
"AT2G23120",5
"AT2G23360",6
"AT2G23430",6
"AT2G23673",4
"AT2G24230",6
"AT2G24290",6
"AT2G24540",6
"AT2G25590",5
"AT2G26030",6
"AT2G26110",6
"AT2G27120",5
"AT2G27590",3
"AT2G27960",5
"AT2G28305",4
"AT2G29090",6
"AT2G29180",6
"AT2G29280-AT2G29290",4
"AT2G29290-AT2G29300",4
"AT2G30570",6
"AT2G30620",5
"AT2G30960",6
"AT2G31150",5
"AT2G31380",6
"AT2G31750",6
"AT2G32440",6
"AT2G32540",6
"AT2G32710",6
"AT2G33250",6
"AT2G33800",5
"AT2G33810",4
"AT2G34710",6
"AT2G35500",5
"AT2G35660",6
"AT2G35790-AT2G35795",6
"AT2G35950",6
"AT2G36130-AT2G36140-AT2G36145",4
"AT2G36990",5
"AT2G37220",5
"AT2G37900",3
"AT2G38570",6
"AT2G38780",6
"AT2G38970",3
"AT2G38980",6
"AT2G39000",6
"AT2G39375",4
"AT2G39470",6
"AT2G39570",6
"AT2G39730",6
"AT2G40540",6
"AT2G40815",5
"AT2G40880",6
"AT2G41240",5
"AT2G41250",6
"AT2G41290",6
"AT2G41560",5
"AT2G41940",6
"AT2G42040",5
"AT2G42200",5
"AT2G42620",6
"AT2G42690",6
"AT2G42750",6
"AT2G43010",5
"AT2G43200",6
"AT2G43400",6
"AT2G44040",5
"AT2G44920",6
"AT2G45340",6
"AT2G45350",5
"AT2G45560",5
"AT2G45660",5
"AT2G45820",6
"AT2G45830",6
"AT2G45850",5
"AT2G45960",6
"AT2G46250",6
"AT2G46550",5
"AT2G46710",6
"AT2G46730",6
"AT2G46830",6
"AT2G47400",5
"AT2G47700",5
"AT2G47860",5
"AT2G47940",6
"AT3G01660",5
"AT3G01690",6
"AT3G01770",5
"AT3G02690",6
"AT3G03040",6
"AT3G03150",6
"AT3G03710",5
"AT3G03820",6
"AT3G03980",5
"AT3G04140",6
"AT3G04310",6
"AT3G04485",6
"AT3G04730",4
"AT3G05180",6
"AT3G05345",6
"AT3G05350",3
"AT3G06430",5
"AT3G06570",6
"AT3G07310",6
"AT3G07360",6
"AT3G08030",5
"AT3G08940",6
"AT3G08980-AT3G08990",5
"AT3G09050",5
"AT3G09210",5
"AT3G09600",6
"AT3G09860",5
"AT3G10020",5
"AT3G10160",5
"AT3G10190",5
"AT3G10230",6
"AT3G10470",5
"AT3G12320",6
"AT3G12345",6
"AT3G12710",4
"AT3G12920",6
"AT3G13062",3
"AT3G13065",3
"AT3G13450",5
"AT3G14415",6
"AT3G14660",5
"AT3G14690",5
"AT3G15450",5
"AT3G15520",6
"AT3G15750",5
"AT3G15850",6
"AT3G16250",5
"AT3G16750",5
"AT3G17040",6
"AT3G17160",5
"AT3G17470",6
"AT3G17590",5
"AT3G17890",5
"AT3G18390",5
"AT3G18485",3
"AT3G19290",6
"AT3G19470",6
"AT3G19800",6
"AT3G19850",5
"AT3G20120",6
"AT3G20270",6
"AT3G20680",5
"AT3G20820",6
"AT3G21055",6
"AT3G21260",6
"AT3G21270",4
"AT3G21360",6
"AT3G21390",6
"AT3G21755",5
"AT3G21870",6
"AT3G22210",6
"AT3G22420",6
"AT3G23050",6
"AT3G23480",5
"AT3G23700",5
"AT3G23880",3
"AT3G24660",6
"AT3G25690",4
"AT3G26165",5
"AT3G26230",3
"AT3G26240",6
"AT3G26310",6
"AT3G26395",6
"AT3G26650",6
"AT3G26890",6
"AT3G27027",6
"AT3G27050",6
"AT3G28875-AT3G28880",5
"AT3G29631",6
"AT3G29776",6
"AT3G44020",6
"AT3G44610",6
"AT3G45210",6
"AT3G45420",6
"AT3G45680",3
"AT3G45900",6
"AT3G47160",5
"AT3G47430",6
"AT3G47510",6
"AT3G47580",6
"AT3G47600",5
"AT3G48115",5
"AT3G48530",5
"AT3G49140",5
"AT3G49470",5
"AT3G49650",6
"AT3G50685",6
"AT3G50820",6
"AT3G51420",5
"AT3G51510-AT3G51520",6
"AT3G51950",6
"AT3G52060",6
"AT3G52070",6
"AT3G52105",3
"AT3G53240",6
"AT3G53380",6
"AT3G53420",6
"AT3G53470",6
"AT3G53800",5
"AT3G53920",5
"AT3G54360",4
"AT3G54366",5
"AT3G54430",3
"AT3G54890",6
"AT3G55240",6
"AT3G55580",5
"AT3G55630",5
"AT3G56040",6
"AT3G56140",6
"AT3G56408",5
"AT3G56940",6
"AT3G57040",6
"AT3G59110",5
"AT3G59200",4
"AT3G60300",4
"AT3G60530",5
"AT3G61260",5
"AT3G61420",6
"AT3G61430",6
"AT3G61470",6
"AT3G61530",5
"AT3G61830",6
"AT3G61950",6
"AT3G62410",5
"AT3G62470",5
"AT3G62499-AT3G62500-AT3G62510",4
"AT3G62750",5
"AT3G62980",6
"AT3G63140",6
"AT3G63190",5
"AT3G63490",5
"AT4G00752",5
"AT4G01030",5
"AT4G01120",5
"AT4G01130",5
"AT4G01310",6
"AT4G01330",6
"AT4G01915",6
"AT4G01980",4
"AT4G01980-AT4G02795",4
"AT4G02050",6
"AT4G02920",6
"AT4G04040",5
"AT4G04410",6
"AT4G04630",5
"AT4G04850",6
"AT4G05070",5
"AT4G05631",5
"AT4G06110-AT4G13560",6
"AT4G06534-AT4G06535-AT4G06536",6
"AT4G07455-AT4G07507",5
"AT4G09010",6
"AT4G09040",5
"AT4G10060",6
"AT4G10080",4
"AT4G10340",6
"AT4G11900",5
"AT4G12680",6
"AT4G13640",5
"AT4G13830",6
"AT4G14540",6
"AT4G14560",6
"AT4G14750",6
"AT4G15540",5
"AT4G15780",5
"AT4G16190",5
"AT4G17340",6
"AT4G17560",5
"AT4G18370",6
"AT4G18400",5
"AT4G19100",5
"AT4G19170",6
"AT4G19985",6
"AT4G20070",6
"AT4G21190",5
"AT4G21870",6
"AT4G22890",6
"AT4G22990",5
"AT4G23890",6
"AT4G24090",5
"AT4G24700",6
"AT4G24780",3
"AT4G24790",6
"AT4G25080",6
"AT4G25470",5
"AT4G26145",5
"AT4G26530",5
"AT4G26555",4
"AT4G27030",6
"AT4G27740",3
"AT4G28030",6
"AT4G28080",6
"AT4G28750",6
"AT4G29890",5
"AT4G30310",6
"AT4G30690",5
"AT4G32295",6
"AT4G32990",4
"AT4G33000",6
"AT4G33470",5
"AT4G33660",6
"AT4G33670",5
"AT4G34030",5
"AT4G34090",6
"AT4G34560",6
"AT4G34620",6
"AT4G35100",6
"AT4G35270",3
"AT4G35680-AT4G35685",4
"AT4G35780",6
"AT4G35920",6
"AT4G36730",6
"AT4G37330",5
"AT4G37470",6
"AT4G37480",6
"AT4G37550",6
"AT4G37560",3
"AT4G38570",6
"AT4G38690",6
"AT4G38810",6
"AT4G38850",6
"AT4G38932",6
"AT4G39410",6
"AT4G40060",6
"AT5G01260",6
"AT5G01320",4
"AT5G01880-AT5G01881",6
"AT5G01920",6
"AT5G02120",6
"AT5G02250",5
"AT5G02670",6
"AT5G02840",6
"AT5G03180",6
"AT5G03200",5
"AT5G03240",5
"AT5G03530",5
"AT5G03940",5
"AT5G04810",5
"AT5G04880",5
"AT5G05275-AT5G35738",6
"AT5G05550",5
"AT5G05740",6
"AT5G05775",4
"AT5G05790",3
"AT5G06980",6
"AT5G07250",6
"AT5G07840",6
"AT5G07860",5
"AT5G08720",6
"AT5G09660",6
"AT5G09690",5
"AT5G09960",6
"AT5G09990",6
"AT5G10180",6
"AT5G10250",6
"AT5G10800",5
"AT5G10860",5
"AT5G11330",4
"AT5G11580",5
"AT5G13770",6
"AT5G13870",5
"AT5G13980",6
"AT5G14260",6
"AT5G14320",5
"AT5G14350",5
"AT5G14410",6
"AT5G14910",5
"AT5G15850",6
"AT5G15860",3
"AT5G15970",5
"AT5G16310",6
"AT5G16390-AT5G16400",4
"AT5G16400",6
"AT5G16410",3
"AT5G17870",5
"AT5G18080",6
"AT5G18140",6
"AT5G18170",5
"AT5G18245",4
"AT5G18670",6
"AT5G19140",5
